OrderID,CustomerID,OrderDate,ShippingDate,DeliveryDate,OrderStatus,PaymentMethod,ShippingMethod,Discount,TotalAmount
10482,94754,2025-06-13,2025-06-15,2025-06-19,Delivered,Debit Card,Priority Overnight,0.1,2290.3
115840,50055,2025-08-08,2025-08-09,2025-08-13,Delivered,Credit Card,Express Shipping,0.0,4091.32
290487,12276,2025-11-25,2025-11-27,2025-11-29,Delivered,Debit Card,Express Shipping,0.0,963.92
336021,78677,2025-07-02,2025-07-04,2025-07-08,Delivered,Debit Card,Express Shipping,0.1,550.17
90219,32825,2025-10-14,2025-10-15,2025-10-18,Delivered,Credit Card,Priority Overnight,0.15,927.92
287479,17673,2025-11-16,2025-11-19,2025-11-21,Delivered,Credit Card,Standard Shipping,0.05,1039.68
157961,96005,2024-06-24,,,Cancelled,Debit Card,Standard Shipping,0.0,3326.38
298555,92781,2025-12-06,2025-12-09,2025-12-12,Delivered,Wallet,Standard Shipping,0.1,1716.37
269387,22861,2024-07-15,,,Cancelled,Wallet,Express Shipping,0.15,1417.99
162399,33144,2025-08-09,2025-08-11,2025-08-14,Delivered,Credit Card,Economy Shipping,0.05,2484.34
294277,17265,2025-12-27,,,Cancelled,Debit Card,Standard Shipping,0.15,1635.05
470872,78960,2025-11-02,2025-11-04,2025-11-07,Delivered,UPI,Standard Shipping,0.05,3010.22
406550,57454,2025-04-12,2025-04-13,2025-04-16,Delivered,Net Banking,Standard Shipping,0.15,655.95
204730,22342,2025-05-12,2025-05-13,2025-05-15,Delivered,Credit Card,Express Shipping,0.0,3165.33
377879,91952,2025-05-07,2025-05-08,2025-05-12,Delivered,Net Banking,Standard Shipping,0.1,1784.33
423750,74580,2025-10-10,2025-10-11,2025-10-13,Returned,Wallet,Standard Shipping,0.2,1213.06
265700,41287,2025-07-19,2025-07-20,2025-07-24,Delivered,Wallet,Express Shipping,0.0,2510.92
147419,81845,2025-06-09,2025-06-10,2025-06-15,Delivered,Wallet,Standard Shipping,0.15,635.92
22183,12309,2024-11-09,2024-11-12,2024-11-15,Delivered,Debit Card,Standard Shipping,0.15,1680.4
230837,33762,2025-12-23,2025-12-24,2025-12-27,Delivered,Net Banking,Express Shipping,0.1,3622.77
351738,12008,2025-03-12,2025-03-14,2025-03-16,Delivered,Debit Card,Standard Shipping,0.15,1900.72
47523,4061,2025-12-20,2025-12-21,2025-12-24,Delivered,Credit Card,Priority Overnight,0.15,2627.77
85548,33444,2025-08-30,2025-08-31,2025-09-04,Delivered,UPI,Standard Shipping,0.0,572.95
366702,55004,2023-06-23,2023-06-25,2023-06-27,Delivered,Credit Card,Standard Shipping,0.05,878.15
345519,56176,2024-11-08,2024-11-11,2024-11-16,Delivered,Credit Card,Standard Shipping,0.15,2151.6
435183,8820,2025-10-05,2025-10-06,2025-10-08,Delivered,Credit Card,Standard Shipping,0.0,1421.14
436481,22535,2022-11-28,2022-11-29,2022-12-01,Delivered,Wallet,Economy Shipping,0.0,1056.93
104774,17912,2024-09-11,2024-09-12,2024-09-15,Delivered,Credit Card,Express Shipping,0.1,3678.24
134779,75607,2024-09-04,2024-09-07,2024-09-09,Delivered,UPI,Standard Shipping,0.0,988.16
27861,47368,2023-11-18,2023-11-19,2023-11-22,Delivered,Debit Card,Standard Shipping,0.0,2330.94
254126,83172,2025-12-14,2025-12-15,2025-12-18,Delivered,UPI,Standard Shipping,0.15,614.57
258953,50149,2022-11-13,2022-11-15,2022-11-18,Delivered,UPI,Standard Shipping,0.0,1688.97
315210,32756,2024-06-26,2024-06-27,2024-07-01,Delivered,Net Banking,Standard Shipping,0.0,1443.01
296882,39339,2025-09-25,2025-09-26,2025-09-28,Delivered,Credit Card,Express Shipping,0.0,174.16
227565,1230,2024-06-24,2024-06-25,2024-06-27,Delivered,Credit Card,Standard Shipping,0.05,2515.58
290483,14583,2025-10-28,2025-10-29,2025-10-31,Delivered,COD,Standard Shipping,0.0,7002.92
447901,14944,2025-07-12,2025-07-13,2025-07-16,Delivered,Credit Card,Express Shipping,0.0,1067.33
442963,67680,2025-11-25,2025-11-27,2025-12-01,Delivered,Debit Card,Express Shipping,0.2,1444.87
431447,84147,2024-12-17,2024-12-18,2024-12-20,Delivered,Credit Card,Standard Shipping,0.2,2962.91
432287,68552,2024-12-15,2024-12-16,2024-12-21,Delivered,COD,Express Shipping,0.05,534.33
368960,77146,2025-10-25,2025-10-27,2025-10-30,Delivered,Debit Card,Express Shipping,0.0,1717.18
150674,10366,2023-12-28,2023-12-29,2023-12-31,Delivered,Credit Card,Express Shipping,0.1,878.35
179515,64722,2024-07-23,,,Pending,Credit Card,Express Shipping,0.2,2762.3
8078,89785,2025-07-01,2025-07-03,2025-07-07,Delivered,Credit Card,Economy Shipping,0.0,607.96
378173,10792,2024-02-13,2024-02-14,2024-02-19,Delivered,Credit Card,Economy Shipping,0.05,67.44
137229,1353,2024-09-20,2024-09-22,2024-09-25,Delivered,Credit Card,Express Shipping,0.15,519.16
282952,45499,2025-11-18,2025-11-19,2025-11-22,Delivered,Net Banking,Standard Shipping,0.0,2020.55
498707,79467,2025-09-28,2025-09-29,2025-10-02,Delivered,COD,Express Shipping,0.1,1581.02
178252,40819,2025-12-19,2025-12-21,2025-12-24,Delivered,Wallet,Standard Shipping,0.1,847.75
383213,28419,2025-05-01,2025-05-04,2025-05-07,Delivered,UPI,Standard Shipping,0.15,1270.61
325061,28950,2024-07-15,2024-07-17,2024-07-19,Delivered,Credit Card,Standard Shipping,0.2,4032.71
448868,25196,2023-10-01,2023-10-02,2023-10-05,Delivered,Net Banking,Priority Overnight,0.2,920.71
48047,98601,2025-09-02,2025-09-04,2025-09-06,Delivered,Wallet,Express Shipping,0.1,1353.26
301854,5550,2025-12-18,2025-12-19,2025-12-24,Delivered,Credit Card,Economy Shipping,0.0,2314.28
474538,69164,2025-05-17,2025-05-18,2025-05-22,Delivered,Credit Card,Standard Shipping,0.0,490.98
392115,37767,2022-08-20,2022-08-21,2022-08-24,Returned,Net Banking,Priority Overnight,0.05,1098.96
420272,7289,2024-07-20,2024-07-22,2024-07-26,Delivered,COD,Standard Shipping,0.0,1290.13
51635,9399,2024-04-05,2024-04-06,2024-04-08,Delivered,Debit Card,Standard Shipping,0.0,1036.92
330624,88579,2025-03-21,2025-03-23,2025-03-28,Delivered,Credit Card,Standard Shipping,0.1,184.47
150133,80883,2025-06-17,2025-06-20,2025-06-24,Delivered,UPI,Standard Shipping,0.05,1373.89
133164,30456,2023-06-02,2023-06-04,2023-06-08,Delivered,Debit Card,Standard Shipping,0.15,1017.73
306628,97734,2025-08-07,2025-08-09,2025-08-11,Delivered,Credit Card,Express Shipping,0.1,1011.96
472878,70439,2023-12-23,,,Cancelled,Credit Card,Standard Shipping,0.0,1091.98
130742,15393,2023-12-14,2023-12-15,2023-12-20,Delivered,Net Banking,Express Shipping,0.15,7021.68
381412,65284,2024-08-16,2024-08-17,2024-08-20,Delivered,Net Banking,Express Shipping,0.1,2998.76
62418,52036,2024-11-26,2024-11-27,2024-12-01,Delivered,UPI,Economy Shipping,0.0,4399.29
91615,87977,2025-06-22,2025-06-23,2025-06-25,Delivered,UPI,Standard Shipping,0.0,3004.1
353182,82665,2022-12-07,2022-12-08,2022-12-11,Delivered,Credit Card,Economy Shipping,0.1,1333.35
119326,56713,2025-01-21,2025-01-22,2025-01-25,Delivered,Credit Card,Standard Shipping,0.0,6150.61
430901,66042,2025-11-03,2025-11-04,2025-11-06,Delivered,COD,Standard Shipping,0.05,3366.08
90039,11066,2024-09-28,2024-09-30,2024-10-04,Delivered,Credit Card,Express Shipping,0.0,1112.4
468371,23179,2022-07-03,2022-07-06,2022-07-09,Delivered,Debit Card,Express Shipping,0.1,2087.38
365381,84406,2023-08-20,2023-08-21,2023-08-23,Delivered,Debit Card,Standard Shipping,0.0,768.41
229559,74232,2024-06-27,2024-06-29,2024-07-04,Delivered,UPI,Priority Overnight,0.05,983.42
147412,66748,2023-01-14,2023-01-15,2023-01-19,Delivered,Wallet,Express Shipping,0.0,3963.01
238313,3111,2024-12-21,2024-12-23,2024-12-26,Delivered,Wallet,Express Shipping,0.1,6496.71
301131,17376,2025-05-07,2025-05-09,2025-05-11,Delivered,Credit Card,Priority Overnight,0.0,1823.66
277354,15999,2025-12-14,2025-12-16,2025-12-20,Delivered,UPI,Express Shipping,0.05,1012.02
409908,15155,2023-11-20,2023-11-22,2023-11-26,Delivered,COD,Priority Overnight,0.0,3629.99
69295,83227,2025-09-26,2025-09-28,2025-09-30,Delivered,UPI,Express Shipping,0.15,2015.16
376014,96941,2025-11-06,2025-11-08,2025-11-11,Delivered,Credit Card,Standard Shipping,0.05,4161.32
336386,45167,2025-08-22,2025-08-25,2025-08-28,Delivered,Credit Card,Economy Shipping,0.05,517.47
467525,10568,2025-03-13,2025-03-14,2025-03-16,Delivered,Wallet,Economy Shipping,0.0,2073.63
87150,2428,2025-01-05,2025-01-06,2025-01-09,Delivered,Credit Card,Express Shipping,0.0,3181.04
271079,48191,2022-05-12,2022-05-13,2022-05-15,Delivered,Credit Card,Standard Shipping,0.1,1961.72
150262,20549,2025-11-07,2025-11-10,2025-11-15,Delivered,Credit Card,Standard Shipping,0.1,847.9
396286,86763,2022-11-25,2022-11-28,2022-11-30,Delivered,Net Banking,Standard Shipping,0.1,1349.55
331429,95114,2025-11-13,2025-11-15,2025-11-18,Delivered,UPI,Economy Shipping,0.15,2609.48
38957,63011,2023-08-11,2023-08-12,2023-08-17,Delivered,Credit Card,Express Shipping,0.0,1016.96
15774,25445,2025-10-01,2025-10-02,2025-10-04,Delivered,COD,Standard Shipping,0.05,746.68
354977,6072,2025-12-16,2025-12-17,2025-12-19,Delivered,Debit Card,Express Shipping,0.0,1345.3
372505,17648,2025-02-20,2025-02-22,2025-02-25,Delivered,Debit Card,Express Shipping,0.1,395.68
292596,6950,2025-05-14,2025-05-15,2025-05-20,Delivered,Debit Card,Express Shipping,0.15,871.14
139416,25959,2025-12-29,2025-12-31,2026-01-03,Returned,Debit Card,Standard Shipping,0.0,2775.88
8342,33408,2025-03-22,2025-03-24,2025-03-27,Delivered,Credit Card,Standard Shipping,0.1,2315.02
169708,72042,2024-06-12,2024-06-14,2024-06-16,Delivered,UPI,Standard Shipping,0.0,1280.38
433389,46233,2024-08-31,2024-09-02,2024-09-05,Delivered,Wallet,Standard Shipping,0.2,576.79
227076,36395,2025-12-13,2025-12-14,2025-12-16,Delivered,Credit Card,Standard Shipping,0.0,2091.82
442622,67686,2025-11-15,2025-11-16,2025-11-18,Delivered,Net Banking,Economy Shipping,0.0,5519.47
68490,43234,2022-08-29,2022-08-30,2022-09-03,Delivered,Net Banking,Standard Shipping,0.0,1690.55
424433,17907,2025-05-21,2025-05-22,2025-05-24,Returned,Credit Card,Standard Shipping,0.0,2679.96
415931,85910,2024-08-31,2024-09-01,2024-09-04,Delivered,Debit Card,Standard Shipping,0.0,673.13
375955,6439,2024-10-29,2024-10-30,2024-11-01,Delivered,Wallet,Standard Shipping,0.05,4028.26
357485,35847,2025-11-18,2025-11-19,2025-11-21,Delivered,COD,Express Shipping,0.0,1731.84
424686,14864,2025-11-25,2025-11-26,2025-11-30,Delivered,Debit Card,Standard Shipping,0.2,623.69
8650,30680,2023-03-23,2023-03-24,2023-03-27,Delivered,Credit Card,Economy Shipping,0.1,3208.99
74548,41421,2024-10-09,2024-10-12,2024-10-16,Delivered,Credit Card,Standard Shipping,0.1,2804.0
354799,91904,2023-10-27,2023-10-28,2023-10-31,Delivered,Debit Card,Express Shipping,0.0,1809.95
405040,24588,2025-12-15,2025-12-17,2025-12-19,Delivered,Credit Card,Standard Shipping,0.1,620.91
230413,93399,2025-08-20,2025-08-21,2025-08-25,Delivered,UPI,Standard Shipping,0.15,1456.45
250088,25511,2025-09-28,2025-09-29,2025-10-01,Delivered,Debit Card,Standard Shipping,0.0,347.45
283531,49193,2025-11-28,2025-11-30,2025-12-04,Delivered,Net Banking,Priority Overnight,0.0,1993.69
339001,62093,2025-06-20,2025-06-21,2025-06-23,Returned,UPI,Priority Overnight,0.0,3104.84
470141,80219,2024-08-31,2024-09-03,2024-09-05,Delivered,Debit Card,Express Shipping,0.0,556.73
173732,36609,2024-06-04,,,Cancelled,Net Banking,Express Shipping,0.0,1265.17
351655,93965,2025-12-06,,,Cancelled,Credit Card,Standard Shipping,0.15,959.94
56320,92386,2023-05-19,2023-05-22,2023-05-25,Delivered,Credit Card,Priority Overnight,0.05,3632.8
142485,486,2025-11-15,2025-11-16,2025-11-19,Delivered,Credit Card,Standard Shipping,0.05,538.38
194068,36319,2025-07-18,2025-07-20,2025-07-24,Delivered,Debit Card,Express Shipping,0.05,975.65
410319,97790,2025-10-03,2025-10-04,2025-10-09,Delivered,Net Banking,Standard Shipping,0.0,3412.07
140329,54069,2025-08-26,2025-08-27,2025-08-30,Returned,Credit Card,Economy Shipping,0.0,12.74
42494,81158,2025-12-12,2025-12-13,2025-12-15,Delivered,Credit Card,Standard Shipping,0.15,1992.52
355136,90677,2024-12-23,2024-12-24,2024-12-26,Delivered,Credit Card,Standard Shipping,0.05,3919.14
440963,19901,2025-07-10,2025-07-12,2025-07-16,Delivered,Debit Card,Express Shipping,0.0,1265.25
37419,77175,2025-05-08,2025-05-11,2025-05-14,Delivered,Wallet,Standard Shipping,0.05,333.68
325366,13247,2025-05-29,2025-05-30,2025-06-01,Delivered,Net Banking,Priority Overnight,0.0,1802.95
151104,90820,2025-01-04,2025-01-06,2025-01-08,Delivered,Credit Card,Express Shipping,0.0,3888.63
74346,79006,2025-08-27,2025-08-28,2025-08-30,Delivered,COD,Standard Shipping,0.05,81.33
62341,81733,2025-03-24,2025-03-26,2025-03-29,Delivered,COD,Standard Shipping,0.1,2277.29
396686,74412,2025-09-19,2025-09-20,2025-09-23,Delivered,UPI,Standard Shipping,0.0,830.56
29360,78757,2024-11-22,2024-11-24,2024-11-28,Delivered,Credit Card,Standard Shipping,0.05,1826.88
285046,83776,2024-12-16,2024-12-17,2024-12-20,Delivered,Net Banking,Standard Shipping,0.1,1745.05
70664,66066,2024-05-08,2024-05-10,2024-05-14,Delivered,Net Banking,Standard Shipping,0.0,139.99
226088,50120,2025-08-28,2025-08-30,2025-09-01,Delivered,Credit Card,Economy Shipping,0.0,2402.94
280743,99040,2025-06-24,2025-06-26,2025-06-28,Delivered,Debit Card,Express Shipping,0.2,1485.16
155850,27042,2025-09-10,2025-09-11,2025-09-13,Delivered,Credit Card,Economy Shipping,0.05,1258.94
168801,14546,2025-05-03,2025-05-06,2025-05-08,Delivered,Debit Card,Standard Shipping,0.2,741.58
47483,41454,2024-07-15,2024-07-17,2024-07-21,Delivered,Credit Card,Standard Shipping,0.0,3896.52
93130,59492,2024-11-21,2024-11-23,2024-11-27,Delivered,Debit Card,Standard Shipping,0.05,1401.93
466799,17086,2025-01-31,2025-02-02,2025-02-06,Delivered,Debit Card,Priority Overnight,0.0,1064.94
440355,25975,2023-07-13,2023-07-14,2023-07-19,Delivered,Credit Card,Standard Shipping,0.0,480.72
145098,98217,2025-11-05,2025-11-07,2025-11-09,Delivered,Debit Card,Standard Shipping,0.1,1790.85
123838,37192,2025-10-20,2025-10-23,2025-10-28,Delivered,Credit Card,Express Shipping,0.0,958.87
310261,68976,2025-10-02,2025-10-04,2025-10-06,Delivered,UPI,Standard Shipping,0.05,1435.07
44799,44360,2024-02-29,2024-03-02,2024-03-04,Delivered,UPI,Standard Shipping,0.0,239.78
365198,23835,2025-11-17,,,Pending,Credit Card,Standard Shipping,0.0,2312.95
218882,81680,2025-10-01,2025-10-03,2025-10-07,Delivered,Debit Card,Standard Shipping,0.0,1102.38
295655,15890,2025-10-29,2025-10-30,2025-11-02,Delivered,UPI,Standard Shipping,0.0,3251.64
464700,2193,2024-11-07,2024-11-08,2024-11-10,Delivered,Debit Card,Priority Overnight,0.0,5008.39
465150,79470,2025-03-06,,,Pending,Debit Card,Standard Shipping,0.0,1828.96
116647,2841,2025-05-08,2025-05-10,2025-05-13,Delivered,COD,Express Shipping,0.2,906.87
419808,99477,2024-12-23,2024-12-25,2024-12-27,Delivered,Credit Card,Economy Shipping,0.0,2548.95
86667,83200,2024-02-21,2024-02-23,2024-02-25,Delivered,Credit Card,Standard Shipping,0.0,4604.94
346801,87419,2025-01-23,2025-01-25,2025-01-28,Delivered,Credit Card,Standard Shipping,0.0,2515.45
308170,25709,2024-09-16,2024-09-17,2024-09-20,Delivered,Net Banking,Express Shipping,0.1,606.38
490754,97943,2025-11-09,2025-11-10,2025-11-14,Delivered,Credit Card,Express Shipping,0.0,2793.41
4823,88608,2025-11-03,2025-11-05,2025-11-08,Delivered,Debit Card,Standard Shipping,0.1,1733.09
489942,29023,2025-04-09,2025-04-11,2025-04-14,Delivered,Net Banking,Express Shipping,0.15,2596.17
340213,98252,2024-11-21,2024-11-22,2024-11-25,Delivered,Credit Card,Standard Shipping,0.0,2238.47
451729,54607,2025-10-28,2025-10-29,2025-11-01,Delivered,Credit Card,Priority Overnight,0.05,4202.32
244899,96589,2025-06-17,,,Cancelled,Credit Card,Economy Shipping,0.05,465.21
33915,98381,2024-11-19,2024-11-20,2024-11-22,Delivered,Debit Card,Economy Shipping,0.0,2752.35
201049,97292,2024-05-26,2024-05-27,2024-05-29,Delivered,COD,Economy Shipping,0.1,4145.02
427597,1560,2025-04-16,2025-04-17,2025-04-20,Delivered,Credit Card,Standard Shipping,0.0,1461.28
224526,58322,2024-04-22,2024-04-23,2024-04-26,Delivered,Credit Card,Standard Shipping,0.05,3528.64
192578,97440,2025-10-25,2025-10-26,2025-10-28,Returned,Debit Card,Express Shipping,0.0,4241.95
420637,95248,2025-12-27,2025-12-28,2025-12-31,Delivered,Credit Card,Standard Shipping,0.0,1172.02
439982,82399,2024-11-09,2024-11-11,2024-11-13,Delivered,Net Banking,Priority Overnight,0.2,1820.08
35450,49296,2024-02-06,2024-02-07,2024-02-11,Delivered,COD,Express Shipping,0.0,594.97
240069,35069,2025-09-22,2025-09-24,2025-09-27,Delivered,Credit Card,Express Shipping,0.05,2359.86
442640,89433,2025-11-24,2025-11-26,2025-11-29,Returned,Wallet,Standard Shipping,0.0,383.97
88477,55750,2025-12-31,2026-01-02,2026-01-06,Delivered,Wallet,Standard Shipping,0.1,859.75
461841,43820,2024-04-09,2024-04-12,2024-04-14,Delivered,Credit Card,Standard Shipping,0.2,228.38
432026,14577,2023-10-07,2023-10-08,2023-10-10,Delivered,UPI,Standard Shipping,0.0,3991.68
36016,42554,2025-10-30,2025-11-01,2025-11-04,Delivered,Credit Card,Standard Shipping,0.05,1939.69
421582,94396,2025-12-14,2025-12-15,2025-12-17,Delivered,Debit Card,Express Shipping,0.0,1884.74
243024,41049,2024-07-30,2024-07-31,2024-08-02,Delivered,COD,Standard Shipping,0.0,2482.73
225577,70752,2023-05-18,2023-05-19,2023-05-23,Delivered,Debit Card,Express Shipping,0.0,1506.68
285735,45367,2025-10-20,2025-10-22,2025-10-24,Returned,Credit Card,Standard Shipping,0.0,3675.47
187533,56629,2024-07-13,2024-07-15,2024-07-17,Returned,Credit Card,Standard Shipping,0.1,3833.32
134160,53774,2023-08-30,2023-08-31,2023-09-03,Delivered,Credit Card,Express Shipping,0.0,1967.25
440340,56567,2025-10-19,2025-10-20,2025-10-22,Delivered,Credit Card,Express Shipping,0.15,4442.81
205753,19640,2025-09-11,2025-09-12,2025-09-15,Delivered,Credit Card,Standard Shipping,0.0,334.96
491702,83424,2025-11-25,2025-11-26,2025-11-29,Delivered,Credit Card,Priority Overnight,0.0,267.99
446144,46998,2024-12-26,2024-12-27,2024-12-29,Delivered,Credit Card,Standard Shipping,0.1,1570.74
130892,45527,2024-09-11,2024-09-12,2024-09-14,Delivered,Credit Card,Standard Shipping,0.0,621.98
279066,35052,2025-08-28,2025-08-29,2025-09-01,Delivered,Credit Card,Express Shipping,0.0,3173.78
447466,86738,2022-12-26,2022-12-27,2023-01-01,Delivered,Debit Card,Standard Shipping,0.0,5428.9
44520,20907,2025-08-20,2025-08-22,2025-08-25,Delivered,Credit Card,Standard Shipping,0.0,527.58
305475,68988,2025-08-26,2025-08-27,2025-08-30,Delivered,Credit Card,Standard Shipping,0.05,646.91
368669,3059,2022-11-26,,,Cancelled,COD,Express Shipping,0.15,1581.61
406201,6639,2025-09-15,2025-09-16,2025-09-20,Delivered,UPI,Express Shipping,0.05,938.25
239083,52576,2025-12-19,2025-12-21,2025-12-26,Returned,Credit Card,Priority Overnight,0.1,1414.6
15898,44593,2023-08-17,2023-08-20,2023-08-25,Delivered,Credit Card,Standard Shipping,0.15,1038.32
78539,79202,2024-07-15,2024-07-16,2024-07-19,Delivered,Debit Card,Express Shipping,0.05,1974.93
355081,85167,2024-11-10,,,Cancelled,Debit Card,Priority Overnight,0.0,257.44
219193,82194,2025-03-05,2025-03-07,2025-03-09,Delivered,Debit Card,Standard Shipping,0.05,1940.07
230323,8691,2025-02-23,2025-02-25,2025-02-28,Delivered,Debit Card,Standard Shipping,0.05,1127.25
370567,27585,2024-03-19,2024-03-21,2024-03-24,Delivered,Debit Card,Standard Shipping,0.0,2563.13
303937,70762,2025-12-28,2025-12-31,2026-01-03,Delivered,Debit Card,Economy Shipping,0.0,1542.67
182888,40114,2024-04-04,2024-04-05,2024-04-08,Delivered,Net Banking,Standard Shipping,0.0,1014.12
41382,93050,2024-09-23,2024-09-26,2024-09-30,Delivered,Net Banking,Standard Shipping,0.1,270.88
297338,23719,2025-11-02,2025-11-04,2025-11-09,Delivered,Credit Card,Express Shipping,0.05,1243.7
143688,76350,2024-05-07,2024-05-09,2024-05-12,Delivered,Wallet,Standard Shipping,0.05,832.72
381911,60112,2025-12-12,2025-12-14,2025-12-16,Delivered,Credit Card,Standard Shipping,0.15,311.48
30973,41409,2024-01-22,2024-01-23,2024-01-27,Delivered,Net Banking,Priority Overnight,0.0,5840.42
321786,14760,2024-12-24,2024-12-25,2024-12-28,Delivered,Credit Card,Express Shipping,0.05,558.56
152585,70777,2025-11-20,2025-11-21,2025-11-23,Delivered,Wallet,Priority Overnight,0.1,1694.5
114006,26883,2024-12-31,2025-01-02,2025-01-05,Delivered,COD,Standard Shipping,0.05,654.98
211019,37909,2025-11-28,2025-11-29,2025-12-03,Delivered,Credit Card,Express Shipping,0.05,1762.65
232511,61041,2025-06-16,2025-06-18,2025-06-22,Delivered,Net Banking,Express Shipping,0.0,831.2
74664,43817,2024-02-16,2024-02-17,2024-02-20,Returned,Credit Card,Standard Shipping,0.05,2854.09
295976,19432,2025-11-21,2025-11-22,2025-11-25,Delivered,UPI,Express Shipping,0.0,750.99
491224,49299,2025-06-18,2025-06-19,2025-06-22,Delivered,Debit Card,Priority Overnight,0.1,3310.14
467907,35130,2024-08-15,2024-08-17,2024-08-19,Delivered,Credit Card,Standard Shipping,0.0,865.05
336974,45388,2025-08-28,2025-08-29,2025-09-01,Delivered,Credit Card,Standard Shipping,0.15,3416.23
331946,13111,2025-07-30,2025-07-31,2025-08-03,Delivered,COD,Priority Overnight,0.05,4496.62
335107,82790,2025-12-10,2025-12-12,2025-12-15,Delivered,Credit Card,Standard Shipping,0.0,416.13
63931,44419,2025-10-28,2025-10-30,2025-11-04,Delivered,Credit Card,Standard Shipping,0.0,1705.75
423118,54073,2025-01-30,2025-01-31,2025-02-04,Delivered,UPI,Standard Shipping,0.0,1968.74
280705,51028,2025-12-14,2025-12-16,2025-12-18,Delivered,Credit Card,Standard Shipping,0.0,7112.88
479363,88112,2025-10-26,2025-10-28,2025-10-30,Delivered,Debit Card,Express Shipping,0.0,414.66
333631,90361,2025-01-22,2025-01-24,2025-01-26,Delivered,Debit Card,Standard Shipping,0.1,2106.75
496937,92081,2025-10-13,2025-10-14,2025-10-16,Delivered,Credit Card,Standard Shipping,0.05,1702.13
428065,92223,2025-04-10,2025-04-11,2025-04-15,Delivered,Credit Card,Priority Overnight,0.05,1350.82
372755,91517,2025-10-08,2025-10-09,2025-10-14,Delivered,Net Banking,Standard Shipping,0.0,809.97
200785,3414,2025-12-23,2025-12-24,2025-12-27,Delivered,Debit Card,Standard Shipping,0.05,1045.99
422008,24000,2024-05-09,2024-05-10,2024-05-12,Delivered,UPI,Standard Shipping,0.0,3376.14
316732,47137,2025-04-13,2025-04-14,2025-04-19,Delivered,Credit Card,Standard Shipping,0.05,627.96
56506,20187,2025-12-22,,,Cancelled,UPI,Express Shipping,0.05,353.22
474109,25645,2025-09-27,2025-09-30,2025-10-02,Delivered,Debit Card,Standard Shipping,0.1,1403.95
108901,41100,2023-03-16,2023-03-18,2023-03-20,Delivered,Credit Card,Express Shipping,0.15,6328.38
392674,48997,2025-06-01,2025-06-03,2025-06-07,Delivered,Wallet,Standard Shipping,0.0,4464.15
397815,88105,2025-10-11,2025-10-12,2025-10-17,Delivered,Debit Card,Priority Overnight,0.1,1745.44
206166,47675,2025-03-30,2025-03-31,2025-04-02,Delivered,UPI,Express Shipping,0.15,679.98
398485,67440,2025-12-24,2025-12-25,2025-12-28,Delivered,Credit Card,Standard Shipping,0.1,2649.81
179983,85174,2025-03-24,2025-03-26,2025-03-28,Delivered,Credit Card,Standard Shipping,0.0,914.06
28991,24916,2025-10-07,2025-10-08,2025-10-12,Delivered,Debit Card,Standard Shipping,0.0,2598.91
376353,3370,2025-11-19,2025-11-20,2025-11-23,Delivered,UPI,Standard Shipping,0.05,5387.25
233275,79815,2025-11-21,2025-11-23,2025-11-25,Delivered,UPI,Standard Shipping,0.15,1244.29
66430,28928,2025-12-04,,,Cancelled,Debit Card,Express Shipping,0.0,5877.22
423113,39046,2024-12-16,2024-12-19,2024-12-23,Delivered,COD,Standard Shipping,0.1,1110.54
342454,44866,2025-09-06,2025-09-07,2025-09-09,Delivered,Debit Card,Standard Shipping,0.05,1739.25
416126,82343,2024-11-16,2024-11-17,2024-11-20,Delivered,Wallet,Express Shipping,0.0,634.61
34269,95144,2025-09-29,2025-10-01,2025-10-04,Delivered,Debit Card,Standard Shipping,0.0,2263.52
348740,10926,2023-04-10,2023-04-11,2023-04-15,Delivered,UPI,Standard Shipping,0.0,1969.77
249758,85999,2025-11-18,2025-11-19,2025-11-22,Delivered,Credit Card,Express Shipping,0.0,1722.72
173949,16592,2025-03-17,2025-03-19,2025-03-21,Delivered,Credit Card,Standard Shipping,0.0,2432.65
245459,92195,2025-01-08,2025-01-10,2025-01-12,Delivered,Credit Card,Standard Shipping,0.0,8180.93
47522,61473,2024-12-23,2024-12-25,2024-12-29,Delivered,Credit Card,Standard Shipping,0.0,2393.25
313494,60211,2025-12-15,2025-12-17,2025-12-21,Delivered,Net Banking,Standard Shipping,0.0,246.59
193763,60751,2025-06-18,2025-06-19,2025-06-23,Delivered,Credit Card,Standard Shipping,0.0,1417.13
247133,87091,2025-02-12,2025-02-14,2025-02-17,Delivered,Wallet,Standard Shipping,0.0,1982.14
117264,30587,2025-10-22,2025-10-23,2025-10-27,Delivered,UPI,Standard Shipping,0.0,772.98
22071,72445,2024-11-30,2024-12-03,2024-12-07,Delivered,Credit Card,Standard Shipping,0.15,1068.9
358807,73022,2024-08-03,2024-08-06,2024-08-08,Delivered,Credit Card,Standard Shipping,0.15,1018.61
387595,93793,2025-03-26,2025-03-28,2025-04-02,Returned,Debit Card,Standard Shipping,0.0,1099.57
29137,17551,2025-05-26,2025-05-27,2025-05-29,Delivered,Debit Card,Standard Shipping,0.0,760.05
17246,90288,2025-12-16,2025-12-18,2025-12-20,Delivered,Debit Card,Standard Shipping,0.0,591.99
113405,50726,2022-11-13,2022-11-14,2022-11-16,Delivered,Debit Card,Priority Overnight,0.0,1678.64
302734,58132,2024-05-13,2024-05-15,2024-05-19,Delivered,Credit Card,Priority Overnight,0.05,1140.61
